Year,Hour,Minute,AM/PM,DAY,Deadpp,Totalpp,Bhurtpp,Shurtpp,Churtpp,Btype,Mtype,Type,Blaw,Law,Broad,Road,B1people,B2people,,,,,,,,
2015,2015091115,20,0,4,1,2,1,0,0,0,1,1,0,1,0,0,1,1,,,,,,,,
2015,2015091113,20,0,4,1,1,0,0,0,0,11,11,0,0,0,0,3,0,,,,,,,,
2015,2015091112,50,0,4,1,1,0,0,0,0,11,11,0,0,1,2,1,3,,,,,,,,
2015,2015091112,35,0,4,1,1,0,0,0,1,0,0,0,0,0,0,0,12,,,,,,,,
2015,2015091112,20,0,4,1,1,0,0,0,2,4,4,0,0,0,0,2,,,,,,,,,
2015,2015091110,40,0,4,1,1,0,0,0,1,9,9,0,0,0,0,1,12,,,,,,,,
2015,2015091106,50,0,4,1,1,0,0,0,0,1,1,0,2,1,2,1,7,,,,,,,,
2015,2015091105,36,1,4,1,1,0,0,0,0,10,10,0,0,1,2,3,0,,,,,,,,
2015,2015091101,11,1,4,1,1,0,0,0,2,4,4,0,0,0,0,1,,,,,,,,,
2015,2015091022,34,1,3,1,2,1,0,0,0,1,1,0,1,0,0,0,0,,,,,,,,
2015,2015091019,52,1,3,1,1,0,0,0,0,5,18,0,1,0,0,9,1,,,,,,,,
2015,2015091017,20,0,3,1,1,0,0,0,1,0,0,0,0,0,0,9,12,,,,,,,,
2015,2015091015,0,0,3,1,1,0,0,0,0,11,11,0,0,1,2,3,0,,,,,,,,
2015,2015091015,20,0,3,1,4,1,2,0,0,11,11,0,1,0,0,2,0,,,,,,,,
2015,2015091014,2,0,3,1,3,2,0,0,1,7,7,0,0,0,0,0,12,,,,,,,,
2015,2015091013,30,0,3,1,3,0,1,1,0,5,18,0,4,0,0,0,0,,,,,,,,
2015,2015091013,40,0,3,1,1,0,0,0,0,11,11,0,1,0,0,10,2,,,,,,,,
2015,2015091013,40,0,3,1,1,0,0,0,0,10,10,0,5,0,0,3,0,,,,,,,,
2015,2015091010,37,0,3,1,1,0,0,0,0,5,18,0,0,0,0,0,3,,,,,,,,
2015,2015091010,30,0,3,1,1,0,0,0,1,9,9,0,0,0,0,0,12,,,,,,,,
2015,2015091008,45,0,3,1,1,0,0,0,2,4,4,0,0,1,2,0,,,,,,,,,
2015,2015090922,20,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,12,,,,,,,,
2015,2015090920,0,1,2,1,1,0,0,0,2,11,11,0,0,1,2,3,,,,,,,,,
2015,2015090919,0,1,2,1,1,0,0,0,1,0,0,0,2,1,2,0,12,,,,,,,,
2015,2015090918,27,1,2,1,1,0,0,0,0,5,18,0,0,1,2,3,0,,,,,,,,
2015,2015090916,27,0,2,1,1,0,0,0,2,18,20,0,0,0,0,2,,,,,,,,,
2015,2015090912,35,0,2,1,1,0,0,0,2,2,2,0,0,0,0,0,,,,,,,,,
2015,2015090910,2,0,2,1,2,1,0,0,0,1,1,0,1,0,0,0,0,,,,,,,,
2015,2015090910,25,0,2,1,1,0,0,0,0,5,18,0,0,0,0,7,1,,,,,,,,
2015,2015090909,45,0,2,1,3,2,0,0,1,9,9,2,13,0,0,1,12,,,,,,,,
2015,2015090908,55,0,2,1,1,0,0,0,2,4,4,0,0,0,0,7,,,,,,,,,
2015,2015090904,6,1,2,2,3,1,0,0,0,1,1,0,1,0,0,4,0,,,,,,,,
2015,2015090902,15,1,2,1,3,1,0,1,0,5,19,0,0,0,0,1,1,,,,,,,,
2015,2015090822,25,1,1,1,2,1,0,0,0,5,18,0,0,0,0,0,7,,,,,,,,
2015,2015090819,35,1,1,1,1,0,0,0,0,1,1,0,0,1,2,4,2,,,,,,,,
2015,2015090819,30,1,1,1,1,0,0,0,0,5,18,0,0,1,2,7,0,,,,,,,,
2015,2015090818,20,1,1,1,1,0,0,0,2,2,2,0,0,0,0,1,,,,,,,,,
2015,2015090817,50,0,1,1,1,0,0,0,0,10,10,0,2,1,2,0,3,,,,,,,,
2015,2015090815,0,0,1,1,1,0,0,0,0,5,19,0,0,0,0,2,1,,,,,,,,
2015,2015090813,45,0,1,1,2,1,0,0,2,2,2,0,0,0,0,8,,,,,,,,,
2015,2015090810,5,0,1,1,1,0,0,0,0,5,18,0,0,0,10,1,2,,,,,,,,
2015,2015090809,40,0,1,1,2,1,0,0,0,11,11,0,0,0,0,1,1,,,,,,,,
2015,2015090806,45,0,1,2,3,0,1,0,1,6,6,0,0,1,1,0,12,,,,,,,,
2015,2015090805,43,1,1,1,1,0,0,0,0,10,10,0,2,1,2,7,1,,,,,,,,
2015,2015090804,25,1,1,1,1,0,0,0,2,4,4,0,0,0,0,4,,,,,,,,,
2015,2015090800,5,1,1,1,1,0,0,0,1,6,6,0,0,0,0,0,12,,,,,,,,
2015,2015090721,24,1,0,1,1,0,0,0,1,0,0,0,0,0,0,4,12,,,,,,,,
2015,2015090719,20,1,0,1,1,0,0,0,0,5,18,0,0,0,0,1,2,,,,,,,,
2015,2015090716,55,0,0,1,1,0,0,0,1,0,0,0,3,0,5,0,12,,,,,,,,
2015,2015090716,53,0,0,1,1,0,0,0,1,0,0,0,0,1,2,1,12,,,,,,,,
2015,2015090713,44,0,0,1,4,1,2,0,0,11,11,0,5,0,0,1,0,,,,,,,,
2015,2015090713,17,0,0,1,2,1,0,0,2,4,4,0,0,0,0,4,,,,,,,,,
2015,2015090712,50,0,0,1,1,0,0,0,0,11,11,0,14,1,2,1,7,,,,,,,,
2015,2015090712,15,0,0,1,1,0,0,0,0,10,10,0,0,1,2,0,3,,,,,,,,
2015,2015090705,30,1,0,1,1,0,0,0,1,0,0,0,4,0,0,0,12,,,,,,,,
2015,2015090705,5,1,0,1,1,0,0,0,1,6,6,0,0,0,0,1,12,,,,,,,,
2015,2015090705,20,1,0,1,1,0,0,0,1,7,7,0,0,0,0,1,12,,,,,,,,
2015,2015090703,50,1,0,1,13,3,9,0,0,5,18,0,0,0,0,4,1,,,,,,,,
2015,2015090623,27,1,6,1,1,0,0,0,2,2,2,0,0,1,1,2,,,,,,,,,
2015,2015090622,20,1,6,1,2,1,0,0,0,1,1,0,2,0,0,7,4,,,,,,,,
2015,2015090621,10,1,6,1,2,0,1,0,0,10,10,0,7,0,0,0,2,,,,,,,,
2015,2015090616,17,0,6,1,4,3,0,0,2,4,4,0,0,0,0,1,,,,,,,,,
2015,2015090616,10,0,6,1,1,0,0,0,2,4,4,0,9,0,0,7,,,,,,,,,
2015,2015090614,50,0,6,1,2,0,1,0,0,5,18,0,0,0,0,2,1,,,,,,,,
2015,2015090610,20,0,6,1,2,0,1,0,0,1,1,0,1,0,0,2,0,,,,,,,,
2015,2015090610,25,0,6,1,1,0,0,0,0,11,11,0,2,1,2,0,7,,,,,,,,
2015,2015090602,15,1,6,1,3,1,1,0,1,0,0,0,0,0,0,7,12,,,,,,,,
2015,2015090600,15,1,6,1,5,3,1,0,0,11,11,0,2,1,2,0,0,,,,,,,,
2015,2015090523,10,1,5,1,1,0,0,0,1,0,0,0,0,1,1,0,12,,,,,,,,
2015,2015090521,45,1,5,1,1,0,0,0,2,18,21,0,0,0,0,0,,,,,,,,,
2015,2015090518,25,1,5,1,1,0,0,0,2,4,4,0,0,0,0,7,,,,,,,,,
2015,2015090518,45,1,5,1,1,0,0,0,0,1,1,0,1,0,0,0,4,,,,,,,,
2015,2015090517,30,0,5,1,2,0,1,0,0,10,10,0,4,1,1,1,0,,,,,,,,
2015,2015090514,35,0,5,1,1,0,0,0,2,2,2,0,0,0,0,3,,,,,,,,,
2015,2015090512,8,0,5,1,1,0,0,0,0,10,10,0,0,0,0,2,4,,,,,,,,
2015,2015090508,20,0,5,1,1,0,0,0,0,5,18,0,0,1,2,1,7,,,,,,,,
2015,2015090500,15,1,5,1,1,0,0,0,1,0,0,0,0,1,1,0,12,,,,,,,,
2015,2015090422,20,1,4,1,1,0,0,0,0,5,19,0,0,1,1,2,1,,,,,,,,
2015,2015090420,30,1,4,1,1,0,0,0,0,10,10,0,10,0,0,0,7,,,,,,,,
2015,2015090420,38,1,4,1,1,0,0,0,1,0,0,0,0,1,2,0,12,,,,,,,,
2015,2015090419,50,1,4,1,1,0,0,0,1,0,0,0,0,0,0,0,12,,,,,,,,
2015,2015090418,0,1,4,1,1,0,0,0,0,10,10,0,1,0,0,3,0,,,,,,,,
2015,2015090418,0,1,4,1,1,0,0,0,2,2,2,0,0,0,0,8,,,,,,,,,
2015,2015090418,58,1,4,1,1,0,0,0,1,11,11,0,0,1,2,1,12,,,,,,,,
2015,2015090416,40,0,4,1,3,0,2,0,0,10,10,0,5,0,0,9,4,,,,,,,,
2015,2015090416,42,0,4,1,1,0,0,0,0,5,18,0,0,0,0,1,7,,,,,,,,
2015,2015090414,30,0,4,1,2,1,0,0,0,1,1,0,1,0,0,0,1,,,,,,,,
2015,2015090410,15,0,4,1,1,0,0,0,0,11,11,0,0,0,0,0,0,,,,,,,,
2015,2015090404,45,1,4,1,1,0,0,0,1,0,0,0,2,0,0,0,12,,,,,,,,
2015,2015090404,40,1,4,1,1,0,0,0,1,11,11,0,3,0,5,0,12,,,,,,,,
2015,2015090400,30,1,4,1,1,0,0,0,2,4,4,0,0,0,0,2,,,,,,,,,
2015,2015090317,25,0,3,1,1,0,0,0,0,1,1,0,0,0,0,0,2,,,,,,,,
2015,2015090315,35,0,3,2,4,0,2,0,0,10,10,0,2,1,2,0,1,,,,,,,,
2015,2015090315,0,0,3,1,2,1,0,0,2,4,4,0,0,1,1,0,,,,,,,,,
2015,2015090314,30,0,3,1,2,0,0,1,0,5,18,0,0,0,0,1,1,,,,,,,,
2015,2015090312,55,0,3,1,1,0,0,0,1,11,11,0,2,1,2,4,12,,,,,,,,
2015,2015090308,30,0,3,1,1,0,0,0,0,10,10,0,0,0,0,1,2,,,,,,,,
2015,2015090308,40,0,3,1,1,0,0,0,0,11,11,0,0,0,0,7,0,,,,,,,,
2015,2015090305,0,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,12,,,,,,,,
2015,2015090300,1,1,3,1,1,0,0,0,2,4,4,0,0,0,0,1,,,,,,,,,
2015,2015090300,25,1,3,1,1,0,0,0,1,11,11,0,0,0,0,1,12,,,,,,,,
2015,2015090300,15,1,3,1,1,0,0,0,1,11,11,0,0,0,0,0,12,,,,,,,,
2015,2015090221,20,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,12,,,,,,,,
2015,2015090221,15,1,2,1,2,0,1,0,1,0,0,0,0,0,0,0,12,,,,,,,,
2015,2015090217,0,0,2,1,1,0,0,0,0,5,18,0,0,0,0,0,2,,,,,,,,
2015,2015090216,25,0,2,1,1,0,0,0,0,10,10,0,2,1,2,6,1,,,,,,,,
2015,2015090214,10,0,2,1,1,0,0,0,2,11,11,0,0,0,0,0,,,,,,,,,
2015,2015090213,55,0,2,1,1,0,0,0,0,1,1,0,1,0,0,2,4,,,,,,,,
2015,2015090208,55,0,2,1,5,4,0,0,0,10,10,0,2,1,2,6,0,,,,,,,,
2015,2015090207,36,0,2,1,1,0,0,0,0,10,10,0,2,1,2,7,1,,,,,,,,
2015,2015090205,20,1,2,1,1,0,0,0,1,0,0,0,0,3,9,4,12,,,,,,,,
2015,2015090202,13,1,2,1,3,0,2,0,0,1,1,0,2,1,2,2,0,,,,,,,,
2015,2015090201,30,1,2,1,2,1,0,0,2,4,4,0,0,0,0,0,,,,,,,,,
2015,2015090200,30,1,2,1,4,2,1,0,0,11,11,0,4,1,2,0,0,,,,,,,,
2015,2015090122,32,1,1,1,1,0,0,0,1,0,0,0,0,0,5,0,12,,,,,,,,
2015,2015090121,51,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,12,,,,,,,,
2015,2015090120,21,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,12,,,,,,,,
2015,2015090119,15,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,12,,,,,,,,
2015,2015090119,25,1,1,1,1,0,0,0,1,0,0,0,0,0,5,0,12,,,,,,,,
2015,2015090117,0,0,1,1,1,0,0,0,2,11,11,0,0,1,1,2,,,,,,,,,
2015,2015090116,50,0,1,1,1,0,0,0,1,0,0,0,1,0,0,4,12,,,,,,,,
2015,2015090115,32,0,1,1,1,0,0,0,0,11,11,0,10,0,0,7,4,,,,,,,,
2015,2015090113,42,0,1,2,3,1,0,0,0,10,10,0,2,1,2,6,1,,,,,,,,
2015,2015090111,30,0,1,1,1,0,0,0,0,5,18,0,4,0,0,0,2,,,,,,,,
2015,2015090110,30,0,1,1,1,0,0,0,1,0,0,0,0,1,2,0,12,,,,,,,,
2015,2015090107,50,0,1,8,8,0,0,0,0,10,10,0,2,1,2,4,6,,,,,,,,
2015,2015090106,20,0,1,1,1,0,0,0,2,4,4,0,0,0,8,0,,,,,,,,,
2015,2015090105,25,1,1,1,1,0,0,0,2,4,4,0,0,0,0,0,,,,,,,,,
2015,2015090104,50,1,1,1,1,0,0,0,1,0,0,0,2,1,2,7,12,,,,,,,,
2015,2015090104,15,1,1,1,1,0,0,0,0,5,18,0,0,0,0,1,1,,,,,,,,
2015,2015090103,50,1,1,1,1,0,0,0,1,11,11,0,0,0,0,1,12,,,,,,,,
2015,2015083123,27,1,0,1,1,0,0,0,2,4,4,0,0,0,0,0,,,,,,,,,
2015,2015083114,20,0,0,1,1,0,0,0,0,10,10,0,1,0,0,7,1,,,,,,,,
2015,2015083113,0,0,0,1,1,0,0,0,1,0,0,0,0,1,2,6,12,,,,,,,,
2015,2015083112,50,0,0,1,1,0,0,0,1,0,0,0,3,0,5,6,12,,,,,,,,
2015,2015083112,30,0,0,1,1,0,0,0,2,2,2,0,0,1,2,3,,,,,,,,,
2015,2015083112,40,0,0,1,1,0,0,0,1,11,11,0,0,0,0,1,12,,,,,,,,
2015,2015083111,40,0,0,2,2,0,0,0,0,5,19,0,0,0,0,0,1,,,,,,,,
2015,2015083111,40,0,0,2,3,0,1,0,0,5,18,0,5,0,10,0,6,,,,,,,,
2015,2015083111,50,0,0,1,4,2,0,1,0,11,11,0,0,0,0,0,0,,,,,,,,
2015,2015083107,30,0,0,1,1,0,0,0,0,5,19,0,0,1,1,2,4,,,,,,,,
2015,2015083105,35,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,12,,,,,,,,
2015,2015083105,20,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,3,,,,,,,,
2015,2015083103,0,1,0,1,1,0,0,0,2,4,4,0,0,0,0,0,,,,,,,,,
2015,2015083102,15,1,0,1,1,0,0,0,2,11,11,0,0,0,0,2,,,,,,,,,
2015,2015083022,45,1,6,1,1,0,0,0,2,11,11,0,0,0,0,0,,,,,,,,,
2015,2015083020,25,1,6,1,1,0,0,0,1,0,0,0,0,1,2,0,12,,,,,,,,
2015,2015083020,50,1,6,1,1,0,0,0,0,5,19,0,2,1,2,2,0,,,,,,,,
2015,2015083020,27,1,6,1,1,0,0,0,1,6,6,0,0,0,0,0,12,,,,,,,,
2015,2015083019,34,1,6,1,5,2,2,0,0,5,18,0,0,0,0,4,8,,,,,,,,
2015,2015083019,50,1,6,1,1,0,0,0,0,10,10,0,2,1,2,0,2,,,,,,,,
2015,2015083017,50,0,6,1,6,2,3,0,0,1,1,0,1,0,0,0,0,,,,,,,,
2015,2015083010,5,0,6,2,3,0,1,0,0,5,18,0,4,0,0,0,0,,,,,,,,
2015,2015083010,45,0,6,1,2,1,0,0,0,5,19,0,0,0,0,2,1,,,,,,,,
2015,2015083008,30,0,6,1,5,1,3,0,0,5,18,0,1,0,0,0,4,,,,,,,,
2015,2015083006,10,0,6,1,1,0,0,0,0,10,10,0,4,0,0,0,0,,,,,,,,
2015,2015083005,25,1,6,1,1,0,0,0,0,11,11,0,2,0,5,9,3,,,,,,,,
2015,2015083002,15,1,6,1,1,0,0,0,1,11,11,0,0,0,0,0,12,,,,,,,,
2015,2015083002,30,1,6,1,1,0,0,0,1,11,11,0,0,0,0,0,12,,,,,,,,
2015,2015083001,50,1,6,1,1,0,0,0,2,4,4,0,0,1,2,0,,,,,,,,,
2015,2015082919,55,1,5,1,2,1,0,0,0,10,10,0,2,1,2,2,0,,,,,,,,
2015,2015082918,10,1,5,1,1,0,0,0,0,11,11,0,0,3,9,1,3,,,,,,,,
2015,2015082916,50,0,5,1,2,1,0,0,0,1,1,0,1,0,0,6,1,,,,,,,,
2015,2015082915,20,0,5,1,1,0,0,0,0,10,10,0,10,0,5,3,0,,,,,,,,
2015,2015082912,45,0,5,1,7,4,2,0,0,5,18,0,0,0,0,1,1,,,,,,,,
2015,2015082908,55,0,5,1,1,0,0,0,2,11,11,0,0,0,0,4,,,,,,,,,
2015,2015082820,30,1,4,1,1,0,0,0,1,0,0,0,0,0,0,1,12,,,,,,,,
2015,2015082819,30,1,4,1,1,0,0,0,0,11,11,0,0,1,1,7,0,,,,,,,,
2015,2015082818,45,1,4,1,1,0,0,0,2,4,4,0,0,0,0,1,,,,,,,,,
2015,2015082817,0,0,4,1,1,0,0,0,2,4,4,0,0,0,0,0,,,,,,,,,
2015,2015082815,0,0,4,1,1,0,0,0,1,0,0,0,0,0,8,0,12,,,,,,,,
2015,2015082814,7,0,4,1,1,0,0,0,1,11,11,0,0,0,0,1,12,,,,,,,,
2015,2015082812,50,0,4,1,1,0,0,0,1,6,6,0,0,1,2,0,12,,,,,,,,
2015,2015082812,0,0,4,1,1,0,0,0,2,2,2,0,0,0,0,8,,,,,,,,,
2015,2015082811,37,0,4,1,1,0,0,0,2,18,20,0,0,0,0,1,,,,,,,,,
2015,2015082811,30,0,4,1,3,2,0,0,0,5,18,0,5,7,13,1,1,,,,,,,,
2015,2015082810,15,0,4,1,1,0,0,0,0,10,10,0,0,0,8,3,1,,,,,,,,
2015,2015082808,45,0,4,1,1,0,0,0,2,4,4,0,0,0,0,7,,,,,,,,,
2015,2015082800,24,1,4,1,1,0,0,0,1,0,0,0,0,0,0,7,12,,,,,,,,
2015,2015082723,30,1,3,1,1,0,0,0,0,5,19,0,0,1,1,0,1,,,,,,,,
2015,2015082721,21,1,3,2,2,0,0,0,1,0,0,0,3,0,0,1,12,,,,,,,,
2015,2015082720,50,1,3,1,1,0,0,0,1,11,11,0,0,1,2,0,12,,,,,,,,
2015,2015082720,25,1,3,1,3,2,0,0,0,5,19,0,0,0,0,1,1,,,,,,,,
2015,2015082719,29,1,3,1,1,0,0,0,1,9,9,0,0,0,0,1,12,,,,,,,,
2015,2015082714,37,0,3,1,5,4,0,0,0,11,11,0,4,1,2,0,0,,,,,,,,
2015,2015082711,25,0,3,1,5,1,1,2,0,5,18,0,5,0,0,0,0,,,,,,,,
2015,2015082710,10,0,3,1,1,0,0,0,0,5,18,0,0,1,2,0,3,,,,,,,,
2015,2015082710,30,0,3,1,1,0,0,0,1,11,11,0,0,1,1,6,12,,,,,,,,
2015,2015082705,55,1,3,1,1,0,0,0,1,0,0,0,0,0,0,1,12,,,,,,,,
2015,2015082701,5,1,3,1,1,0,0,0,0,10,10,0,0,0,0,0,1,,,,,,,,
2015,2015082622,0,1,2,1,1,0,0,0,1,0,0,0,0,1,1,4,12,,,,,,,,
2015,2015082622,0,1,2,1,1,0,0,0,1,0,0,0,3,0,0,0,12,,,,,,,,
2015,2015082619,20,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,12,,,,,,,,
2015,2015082619,36,1,2,1,1,0,0,0,1,9,9,0,0,0,0,4,12,,,,,,,,
2015,2015082618,20,1,2,1,1,0,0,0,2,18,21,0,9,0,0,1,,,,,,,,,
2015,2015082617,45,0,2,1,1,0,0,0,2,2,2,0,0,0,0,8,,,,,,,,,
2015,2015082616,53,0,2,1,1,0,0,0,2,18,20,0,0,1,1,1,,,,,,,,,
2015,2015082616,40,0,2,1,1,0,0,0,2,2,2,0,0,0,0,2,,,,,,,,,
2015,2015082616,8,0,2,1,1,0,0,0,0,11,11,0,1,0,0,2,0,,,,,,,,
2015,2015082614,0,0,2,1,1,0,0,0,1,11,11,0,0,3,9,1,12,,,,,,,,
2015,2015082610,56,0,2,1,1,0,0,0,2,4,4,0,0,0,0,6,,,,,,,,,
2015,2015082605,0,1,2,1,1,0,0,0,0,11,11,0,7,1,2,3,1,,,,,,,,
2015,2015082603,10,1,2,1,1,0,0,0,0,5,19,0,0,1,1,0,9,,,,,,,,
2015,2015082603,50,1,2,1,1,0,0,0,0,11,11,0,2,1,2,3,0,,,,,,,,
2015,2015082602,30,1,2,1,1,0,0,0,2,4,4,0,0,0,0,0,,,,,,,,,
2015,2015082600,9,1,2,1,1,0,0,0,1,11,11,0,0,1,1,0,12,,,,,,,,
2015,2015082600,2,1,2,1,1,0,0,0,1,0,0,0,2,1,2,0,12,,,,,,,,
2015,2015082523,40,1,1,1,1,0,0,0,1,0,0,0,2,1,2,0,12,,,,,,,,
2015,2015082522,20,1,1,1,1,0,0,0,1,11,11,0,0,1,1,0,12,,,,,,,,
2015,2015082519,15,1,1,1,1,0,0,0,1,11,11,0,0,1,1,4,12,,,,,,,,
2015,2015082516,49,0,1,1,1,0,0,0,0,11,11,0,0,1,2,1,3,,,,,,,,
2015,2015082505,9,1,1,1,2,0,1,0,1,11,11,0,4,0,0,0,12,,,,,,,,
2015,2015082505,0,1,1,1,2,1,0,0,0,5,19,0,0,0,0,1,0,,,,,,,,
2015,2015082505,59,1,1,1,1,0,0,0,2,4,4,0,0,0,0,2,,,,,,,,,
2015,2015082501,55,1,1,1,1,0,0,0,1,11,11,0,0,0,0,1,12,,,,,,,,
2015,2015082500,45,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,12,,,,,,,,
2015,2015082422,41,1,0,1,4,2,1,0,0,11,11,0,6,1,2,1,1,,,,,,,,
2015,2015082419,10,1,0,1,2,0,1,0,1,9,9,0,0,0,0,7,12,,,,,,,,
2015,2015082419,35,1,0,1,1,0,0,0,2,4,4,0,0,0,0,7,,,,,,,,,
2015,2015082419,0,1,0,1,1,0,0,0,1,0,0,0,2,1,1,2,12,,,,,,,,
2015,2015082417,15,0,0,1,1,0,0,0,1,9,9,0,0,0,0,1,12,,,,,,,,
2015,2015082416,10,0,0,1,1,0,0,0,1,11,11,0,0,1,1,4,12,,,,,,,,
2015,2015082410,52,0,0,1,1,0,0,0,2,4,4,0,0,0,0,1,,,,,,,,,
2015,2015082409,40,0,0,1,1,0,0,0,1,11,11,0,0,1,2,1,12,,,,,,,,
2015,2015082321,10,1,6,1,1,0,0,0,1,6,6,0,0,1,2,0,12,,,,,,,,
2015,2015082321,50,1,6,1,2,0,1,0,0,5,18,0,4,0,0,0,0,,,,,,,,
2015,2015082321,20,1,6,1,1,0,0,0,1,0,0,0,4,1,2,0,12,,,,,,,,
2015,2015082321,10,1,6,1,2,1,0,0,2,18,20,0,0,0,0,0,,,,,,,,,
2015,2015082320,30,1,6,1,1,0,0,0,0,5,18,0,0,0,0,0,3,,,,,,,,
2015,2015082316,0,0,6,1,1,0,0,0,2,11,11,0,0,3,9,8,,,,,,,,,
2015,2015082314,43,0,6,1,1,0,0,0,0,5,18,0,0,0,0,2,0,,,,,,,,
2015,2015082311,15,0,6,1,1,0,0,0,2,11,11,0,0,0,0,8,,,,,,,,,
2015,2015082311,21,0,6,1,1,0,0,0,0,10,10,0,8,1,1,2,0,,,,,,,,
2015,2015082310,35,0,6,1,1,0,0,0,2,2,2,0,4,0,0,2,,,,,,,,,
2015,2015082307,5,0,6,1,1,0,0,0,1,11,11,0,0,0,0,1,12,,,,,,,,
2015,2015082307,35,0,6,1,1,0,0,0,0,1,1,0,2,1,2,0,2,,,,,,,,
2015,2015082306,23,0,6,1,1,0,0,0,0,11,11,0,4,1,2,0,3,,,,,,,,
2015,2015082306,37,0,6,1,2,1,0,0,0,11,11,0,0,0,0,0,9,,,,,,,,
2015,2015082305,50,1,6,1,3,2,0,0,2,4,4,0,0,0,0,1,,,,,,,,,
2015,2015082305,28,1,6,1,1,0,0,0,0,5,18,0,0,0,0,0,3,,,,,,,,
2015,2015082304,15,1,6,1,1,0,0,0,2,4,4,0,0,0,0,0,,,,,,,,,
2015,2015082303,20,1,6,1,2,0,1,0,2,4,4,0,0,0,0,0,,,,,,,,,
2015,2015082302,25,1,6,1,1,0,0,0,2,4,4,0,0,1,1,0,,,,,,,,,
2015,2015082302,20,1,6,1,1,0,0,0,1,0,0,0,0,0,0,0,12,,,,,,,,
2015,2015082301,35,1,6,1,3,1,1,0,0,10,10,0,6,1,2,2,0,,,,,,,,
2015,2015082301,8,1,6,1,2,0,1,0,0,11,11,0,0,1,1,0,1,,,,,,,,
2015,2015082300,50,1,6,1,1,0,0,0,1,0,0,0,4,1,1,0,12,,,,,,,,
2015,2015082223,5,1,5,1,1,0,0,0,1,6,6,0,0,0,0,0,12,,,,,,,,
2015,2015082223,30,1,5,1,2,1,0,0,2,4,4,0,0,0,0,0,,,,,,,,,
2015,2015082222,5,1,5,1,1,0,0,0,1,0,0,0,3,0,5,0,12,,,,,,,,
2015,2015082221,28,1,5,1,1,0,0,0,1,0,0,0,0,0,0,0,12,,,,,,,,
2015,2015082219,15,1,5,1,2,0,1,0,0,1,1,0,1,3,9,7,0,,,,,,,,
2015,2015082219,10,1,5,1,1,0,0,0,2,18,21,0,0,0,0,0,,,,,,,,,
2015,2015082218,10,1,5,1,1,0,0,0,2,4,4,0,0,0,0,1,,,,,,,,,
2015,2015082218,50,1,5,1,5,4,0,0,0,1,1,0,1,0,0,0,0,,,,,,,,
2015,2015082215,5,0,5,1,1,0,0,0,0,10,10,0,10,0,0,2,0,,,,,,,,
2015,2015082214,45,0,5,1,1,0,0,0,1,0,0,0,3,1,2,6,12,,,,,,,,
2015,2015082212,5,0,5,1,1,0,0,0,1,0,0,0,0,1,2,1,12,,,,,,,,
2015,2015082211,38,0,5,1,1,0,0,0,0,11,11,0,0,0,0,0,2,,,,,,,,
2015,2015082210,0,0,5,1,1,0,0,0,0,10,10,0,0,1,1,3,0,,,,,,,,
2015,2015082209,30,0,5,1,1,0,0,0,2,18,20,0,0,0,0,1,,,,,,,,,
2015,2015082207,20,0,5,1,1,0,0,0,1,0,0,0,0,0,0,0,12,,,,,,,,
2015,2015082205,25,1,5,1,1,0,0,0,1,11,11,0,2,0,0,0,12,,,,,,,,
2015,2015082204,25,1,5,1,1,0,0,0,1,11,11,0,0,0,4,0,12,,,,,,,,
2015,2015082203,0,1,5,1,1,0,0,0,1,11,11,0,0,1,2,0,12,,,,,,,,
2015,2015082203,0,1,5,1,2,0,1,0,1,0,0,0,0,0,0,0,12,,,,,,,,
2015,2015082202,30,1,5,1,3,1,0,1,0,1,1,0,1,0,0,7,0,,,,,,,,
2015,2015082202,10,1,5,1,1,0,0,0,2,4,4,0,0,0,0,0,,,,,,,,,
2015,2015082202,25,1,5,1,2,0,1,0,0,5,19,0,0,0,8,1,1,,,,,,,,
2015,2015082201,57,1,5,1,2,0,1,0,1,11,11,0,0,0,0,0,12,,,,,,,,
2015,2015082123,15,1,4,1,1,0,0,0,1,0,0,0,0,0,0,0,12,,,,,,,,
2015,2015082122,27,1,4,1,1,0,0,0,1,11,11,0,0,0,0,0,12,,,,,,,,
2015,2015082122,55,1,4,1,4,0,3,0,0,10,10,0,6,1,2,0,2,,,,,,,,
2015,2015082122,51,1,4,1,1,0,0,0,0,5,18,0,2,1,2,2,0,,,,,,,,
2015,2015082122,50,1,4,1,1,0,0,0,1,11,11,0,0,0,0,1,12,,,,,,,,
2015,2015082120,0,1,4,1,9,8,0,0,0,1,1,0,0,1,2,0,1,,,,,,,,
2015,2015082118,0,1,4,1,1,0,0,0,0,1,1,0,0,0,0,2,0,,,,,,,,
2015,2015082118,30,1,4,1,5,1,3,0,0,1,1,0,1,0,0,1,1,,,,,,,,
2015,2015082117,5,0,4,1,1,0,0,0,0,10,10,0,0,1,2,2,0,,,,,,,,
