발생년,발생년0일시,발생분,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,법규위반_대분류,법규위반,도로형태_대분류,도로형태,당사자종별_1당_대분류,당사자종별_1당,당사자종별_2당_대분류,당사자종별_2당,발생위치X_UTMK,발생위치Y_UTMK,경도,위도
2015,2015090315,0,0,3,1,2,1,0,0,경남,산청군,2,4,4,0,0,1,1,0,D,,,1027060,1718005,127.7982114,35.45749256
2015,2015090314,30,0,3,1,2,0,0,1,부산,강서구,0,5,18,0,0,0,0,1,C,1,C,1134162,1691746,128.9740008,35.21211138
2015,2015090312,55,0,3,1,1,0,0,0,충북,청주시,1,11,11,0,2,1,2,4,D,12,12,993777,1847513,127.4303997,36.62546922
2015,2015090308,30,0,3,1,1,0,0,0,부산,사상구,0,10,10,0,0,0,0,1,B,2,B,1134223,1684139,128.9734327,35.14353232
2015,2015090308,40,0,3,1,1,0,0,0,전남,강진군,0,11,11,0,0,0,0,7,7,0,C,927478,1634804,126.708093,34.70503771
2015,2015090305,0,1,3,1,1,0,0,0,부산,동래구,1,0,0,0,0,0,0,0,B,12,12,1144090,1692414,129.0831582,35.21675562
2015,2015090300,1,1,3,1,1,0,0,0,경기,평택시,2,4,4,0,0,0,0,1,A,,,960574,1885476,127.0570853,36.96688999
2015,2015090300,25,1,3,1,1,0,0,0,서울,용산구,1,11,11,0,0,0,0,1,C,12,12,952879,1948447,126.9666563,37.53413521
2015,2015090300,15,1,3,1,1,0,0,0,경남,창원시(통합),1,11,11,0,0,0,0,0,A,12,12,1100394,1696416,128.6036429,35.25816167
2015,2015090221,20,1,2,1,1,0,0,0,충남,천안시,1,0,0,0,0,0,0,0,C,12,12,969079,1871693,127.1531921,36.84296237
2015,2015090221,15,1,2,1,2,0,1,0,경북,청도군,1,0,0,0,0,0,0,0,B,12,12,1111852,1739789,128.7355409,35.64794085
2015,2015090217,0,0,2,1,1,0,0,0,경남,김해시,0,5,18,0,0,0,0,0,B,2,B,1113586,1695467,128.748504,35.24819707
2015,2015090216,25,0,2,1,1,0,0,0,강원,인제군,0,10,10,0,2,1,2,6,6,1,B,1072409,2021907,128.3269113,38.1945303
2015,2015090214,10,0,2,1,1,0,0,0,경북,경주시,2,11,11,0,0,0,0,0,A,,,1141592,1740057,129.0640042,35.64653898
2015,2015090213,55,0,2,1,1,0,0,0,경남,거제시,0,1,1,0,1,0,0,2,B,4,D,1096779,1649478,128.5584354,34.83533299
2015,2015090208,55,0,2,1,5,4,0,0,강원,홍천군,0,10,10,0,2,1,2,6,6,0,C,1040075,1973818,127.9549883,37.76314121
2015,2015090207,36,0,2,1,1,0,0,0,인천,계양구,0,10,10,0,2,1,2,7,7,1,B,932601,1949587,126.7370489,37.54315028
2015,2015090205,20,1,2,1,1,0,0,0,경남,창원시(통합),1,0,0,0,0,2/불명,9,4,C,12,12,1108917,1684744,128.695776,35.15204592
2015,2015090202,13,1,2,1,3,0,2,0,인천,남구,0,1,1,0,2,1,2,2,B,0,C,928311,1940164,126.6894094,37.4578993
2015,2015090201,30,1,2,1,2,1,0,0,대구,동구,2,4,4,0,0,0,0,0,C,,,1101733,1765990,128.6271121,35.8852258
2015,2015090200,30,1,2,1,4,2,1,0,제주,서귀포시,0,11,11,0,4,1,2,0,C,0,B,937577,1482563,126.8291898,33.3328661
2015,2015090122,32,1,1,1,1,0,0,0,서울,용산구,1,0,0,0,0,0,5,0,C,12,12,953225,1948205,126.9705878,37.53197163
2015,2015090121,51,1,1,1,1,0,0,0,전북,고창군,1,0,0,0,0,0,0,0,D,12,12,928287,1715740,126.709924,35.43485301
2015,2015090120,21,1,1,1,1,0,0,0,경남,진주시,1,0,0,0,0,0,0,0,C,12,12,1054190,1686350,128.095089,35.17096694
2015,2015090119,15,1,1,1,1,0,0,0,경북,영천시,1,0,0,0,0,0,0,1,B,12,12,1136357,1779053,129.0128537,35.99874969
2015,2015090119,25,1,1,1,1,0,0,0,전남,여수시,1,0,0,0,0,0,5,0,C,12,12,1020907,1638920,127.7284058,34.74451432
2015,2015090117,0,0,1,1,1,0,0,0,전북,순창군,2,11,11,0,0,1,1,2,11,,,951989,1720864,126.9707386,35.48247916
2015,2015090116,50,0,1,1,1,0,0,0,경남,사천시,1,0,0,0,1,0,0,4,B,12,12,1053619,1676557,128.0881837,35.0826963
2015,2015090115,32,0,1,1,1,0,0,0,서울,서대문구,0,11,11,0,10,0,0,7,7,4,D,948409,1952322,126.9157919,37.56882172
2015,2015090113,42,0,1,2,3,1,0,0,충북,음성군,0,10,10,0,2,1,2,6,6,1,B,1003604,1878707,127.5482792,36.90553849
2015,2015090111,30,0,1,1,1,0,0,0,전남,영광군,0,5,18,0,4,0,0,0,C,2,B,902077,1693711,126.4238391,35.23401948
2015,2015090110,30,0,1,1,1,0,0,0,제주,제주시,1,0,0,0,0,1,2,0,B,12,12,938459,1504557,126.8372204,33.53117341
2015,2015090107,50,0,1,8,8,0,0,0,충북,충주시,0,10,10,0,2,1,2,4,C,6,6,1027783,1890261,127.823849,37.01841223
2015,2015090106,20,0,1,1,1,0,0,0,인천,서구,2,4,4,0,0,0,8,0,C,,,929551,1950360,126.7024519,37.549889
2015,2015090105,25,1,1,1,1,0,0,0,인천,남동구,2,4,4,0,0,0,0,0,B,,,932693,1937689,126.7391787,37.4359217
2015,2015090104,50,1,1,1,1,0,0,0,서울,강북구,1,0,0,0,2,1,2,7,7,12,12,957478,1958994,127.0180964,37.62942128
2015,2015090104,15,1,1,1,1,0,0,0,경북,성주군,0,5,18,0,0,0,0,1,B,1,D,1067403,1769660,128.2471133,35.92127895
2015,2015090103,50,1,1,1,1,0,0,0,인천,연수구,1,11,11,0,0,0,0,1,C,12,12,925471,1933637,126.6579597,37.39884814
2015,2015083123,27,1,0,1,1,0,0,0,경기,광주시,2,4,4,0,0,0,0,0,B,,,976588,1932291,127.2355184,37.38941809
2015,2015083114,20,0,0,1,1,0,0,0,충남,천안시,0,10,10,0,1,0,0,7,7,1,B,968571,1875090,127.1473538,36.87356778
2015,2015083113,0,0,0,1,1,0,0,0,경기,화성시,1,0,0,0,0,1,2,6,6,12,12,962336,1913721,127.0754612,37.22156371
2015,2015083112,50,0,0,1,1,0,0,0,부산,사상구,1,0,0,0,3,0,5,6,6,12,12,1134688,1687393,128.9790667,35.17280234
2015,2015083112,30,0,0,1,1,0,0,0,전남,구례군,2,2,2,0,0,1,2,3,3,,,998415,1688590,127.4825896,35.19262587
2015,2015083112,40,0,0,1,1,0,0,0,전북,익산시,1,11,11,0,0,0,0,1,B,12,12,949703,1772199,126.9423241,35.94519973
2015,2015083111,40,0,0,2,2,0,0,0,경남,양산시,0,5,19,0,0,0,0,0,C,1,C,1144371,1722328,129.0915265,35.48634326
2015,2015083111,40,0,0,2,3,0,1,0,경기,남양주시,0,5,18,0,5,0,10,0,A,6,6,984130,1960580,127.3201076,37.64456358
2015,2015083111,50,0,0,1,4,2,0,1,서울,강남구,0,11,11,0,0,0,0,0,B,0,C,966029,1940808,127.1158451,37.46585977
2015,2015083107,30,0,0,1,1,0,0,0,전남,진도군,0,5,19,0,0,1,1,2,B,4,D,889832,1613650,126.2998301,34.51094798
2015,2015083105,35,1,0,1,1,0,0,0,부산,남구,1,0,0,0,0,0,0,0,C,12,12,1142382,1684552,129.0630405,35.14613302
2015,2015083105,20,1,0,1,1,0,0,0,인천,동구,0,1,1,0,0,1,1,1,B,3,3,924827,1941760,126.6498567,37.47200685
2015,2015083103,0,1,0,1,1,0,0,0,경기,파주시,2,4,4,0,0,0,0,0,D,,,935435,1975637,126.7668216,37.77813359
2015,2015083102,15,1,0,1,1,0,0,0,부산,동구,2,11,11,0,0,0,0,2,B,,,1140138,1681389,129.037878,35.11793702
2015,2015083022,45,1,6,1,1,0,0,0,경남,창원시(통합),2,11,11,0,0,0,0,0,B,,,1100675,1690864,128.6060518,35.20807991
2015,2015083020,25,1,6,1,1,0,0,0,충남,예산군,1,0,0,0,0,1,2,0,C,12,12,942326,1853168,126.8545462,36.67471995
2015,2015083020,50,1,6,1,1,0,0,0,대구,달서구,0,5,19,0,2,1,2,2,B,0,D,1094738,1757368,128.548602,35.80820361
2015,2015083020,27,1,6,1,1,0,0,0,경남,창원시(통합),1,6,6,0,0,0,0,0,C,12,12,1092004,1683831,128.5100182,35.14550469
2015,2015083019,34,1,6,1,5,2,2,0,제주,제주시,0,5,18,0,0,0,0,4,B,8,8,878866,1486582,126.1979538,33.3639891
2015,2015083019,50,1,6,1,1,0,0,0,서울,송파구,0,10,10,0,2,1,2,0,D,2,C,963797,1945454,127.0903769,37.50765154
2015,2015083017,50,0,6,1,6,2,3,0,충남,논산시,0,1,1,0,1,0,0,0,C,0,C,968468,1796836,127.1493956,36.1681056
2015,2015083010,5,0,6,2,3,0,1,0,강원,고성군,0,5,18,0,4,0,0,0,C,0,B,1083463,2024249,128.4534082,38.21467799
2015,2015083010,45,0,6,1,2,1,0,0,경기,광주시,0,5,19,0,0,0,0,2,D,1,B,979873,1940931,127.2723926,37.46737368
2015,2015083008,30,0,6,1,5,1,3,0,경기,남양주시,0,5,18,0,1,0,0,0,C,4,C,968939,1962532,127.1478312,37.66176924
2015,2015083006,10,0,6,1,1,0,0,0,전북,전주시,0,10,10,0,4,0,0,0,B,0,A,963724,1763905,127.0981583,35.87104379
2015,2015083005,25,1,6,1,1,0,0,0,경기,안산시,0,11,11,0,2,0,5,9,C,3,3,938803,1925620,126.8092383,37.32756588
2015,2015083002,15,1,6,1,1,0,0,0,대구,달성군,1,11,11,0,0,0,0,0,D,12,12,1087001,1749028,128.4620708,35.73373484
2015,2015083002,30,1,6,1,1,0,0,0,전남,나주시,1,11,11,0,0,0,0,0,C,12,12,940100,1672086,126.8432307,35.04213318
2015,2015083001,50,1,6,1,1,0,0,0,경기,평택시,2,4,4,0,0,1,2,0,C,,,960402,1886829,127.0550821,36.97907898
2015,2015082919,55,1,5,1,2,1,0,0,충북,영동군,0,10,10,0,2,1,2,2,C,0,B,1024064,1796513,127.7675587,36.16540792
2015,2015082918,10,1,5,1,1,0,0,0,경남,진주시,0,11,11,0,0,2/불명,9,1,D,3,3,1051269,1686274,128.0630087,35.170435
2015,2015082916,50,0,5,1,2,1,0,0,부산,기장군,0,1,1,0,1,0,0,6,6,1,B,1154808,1699735,129.2022543,35.28114343
2015,2015082915,20,0,5,1,1,0,0,0,경북,김천시,0,10,10,0,10,0,5,3,3,0,C,1056109,1791552,128.1234876,36.11935734
2015,2015082912,45,0,5,1,7,4,2,0,전북,익산시,0,5,18,0,0,0,0,1,D,1,B,961792,1777046,127.0761255,35.98944696
2015,2015082908,55,0,5,1,1,0,0,0,전북,고창군,2,11,11,0,0,0,0,4,C,,,925284,1715957,126.6768225,35.43658845
2015,2015082820,30,1,4,1,1,0,0,0,광주,북구,1,0,0,0,0,0,0,1,B,12,12,947753,1695016,126.9256971,35.24920838
2015,2015082819,30,1,4,1,1,0,0,0,경북,구미시,0,11,11,0,0,1,1,7,7,0,C,1078512,1789797,128.3722343,36.10198231
2015,2015082818,45,1,4,1,1,0,0,0,경기,양평군,2,4,4,0,0,0,0,1,B,,,998922,1939292,127.4878117,37.45281875
2015,2015082817,0,0,4,1,1,0,0,0,경기,용인시,2,4,4,0,0,0,0,0,D,,,963695,1914342,127.0907489,37.22721523
2015,2015082815,0,0,4,1,1,0,0,0,경기,평택시,1,0,0,0,0,0,8,0,C,12,12,960646,1895553,127.057255,37.057497
2015,2015082814,7,0,4,1,1,0,0,0,전북,전주시,1,11,11,0,0,0,0,1,B,12,12,962477,1756470,127.0846947,35.8039632
2015,2015082812,50,0,4,1,1,0,0,0,경기,안성시,1,6,6,0,0,1,2,0,C,12,12,973089,1890017,127.1975155,37.00826524
2015,2015082812,0,0,4,1,1,0,0,0,충남,천안시,2,2,2,0,0,0,0,8,8,,,978060,1863630,127.2541539,36.77052849
2015,2015082811,37,0,4,1,1,0,0,0,전남,순천시,2,18,20,0,0,0,0,1,B,,,987752,1672154,127.3657053,35.04434503
2015,2015082811,30,0,4,1,3,2,0,0,경기,김포시,0,5,18,0,5,지하도로내,13,1,B,1,B,929399,1961462,126.6996601,37.64993562
2015,2015082810,15,0,4,1,1,0,0,0,경기,파주시,0,10,10,0,0,0,8,3,3,1,B,937492,1983231,126.7895229,37.84671749
2015,2015082808,45,0,4,1,1,0,0,0,경남,창원시(통합),2,4,4,0,0,0,0,7,7,,,1103229,1692495,128.6343106,35.22252439
2015,2015082800,24,1,4,1,1,0,0,0,경기,안양시,1,0,0,0,0,0,0,7,7,12,12,947963,1933884,126.9120455,37.40261102
2015,2015082723,30,1,3,1,1,0,0,0,제주,서귀포시,0,5,19,0,0,1,1,0,C,1,D,907362,1474312,126.5054627,33.25616578
2015,2015082721,21,1,3,2,2,0,0,0,강원,원주시,1,0,0,0,3,0,0,1,B,12,12,1040745,1927214,127.9600057,37.34305611
2015,2015082720,50,1,3,1,1,0,0,0,경북,경주시,1,11,11,0,0,1,2,0,B,12,12,1164015,1752750,129.3141723,35.75745644
2015,2015082720,25,1,3,1,3,2,0,0,전남,화순군,0,5,19,0,0,0,0,1,B,1,B,954654,1671791,127.0028259,35.04012744
2015,2015082719,29,1,3,1,1,0,0,0,경북,칠곡군,1,9,9,0,0,0,0,1,B,12,12,1094883,1778559,128.5527338,35.99921728
2015,2015082714,37,0,3,1,5,4,0,0,제주,제주시,0,11,11,0,4,1,2,0,C,0,C,929300,1507197,126.7384995,33.5544022
2015,2015082711,25,0,3,1,5,1,1,2,경기,김포시,0,5,18,0,5,0,0,0,C,0,B,930954,1959995,126.7174249,37.6368324
2015,2015082710,10,0,3,1,1,0,0,0,경기,수원시,0,5,18,0,0,1,2,0,B,3,3,956731,1922898,127.0117514,37.30403915
2015,2015082710,30,0,3,1,1,0,0,0,제주,서귀포시,1,11,11,0,0,1,1,6,6,12,12,945412,1495160,126.912671,33.44679815
2015,2015082705,55,1,3,1,1,0,0,0,충남,천안시,1,0,0,0,0,0,0,1,A,12,12,967479,1880224,127.134881,36.91981074
2015,2015082701,5,1,3,1,1,0,0,0,경기,의왕시,0,10,10,0,0,0,0,0,B,1,B,952024,1925234,126.9584885,37.32486376
2015,2015082622,0,1,2,1,1,0,0,0,충북,충주시,1,0,0,0,0,1,1,4,D,12,12,1036739,1887070,127.9128071,36.98136744
2015,2015082622,0,1,2,1,1,0,0,0,경기,가평군,1,0,0,0,3,0,0,0,C,12,12,1000732,1981935,127.508319,37.83717941
2015,2015082619,20,1,2,1,1,0,0,0,충남,청양군,1,0,0,0,0,0,0,0,C,12,12,952609,1822951,126.9714798,36.40288956
2015,2015082619,36,1,2,1,1,0,0,0,전북,진안군,1,9,9,0,0,0,0,4,B,12,12,1004374,1763416,127.5484501,35.8672972
2015,2015082618,20,1,2,1,1,0,0,0,경북,예천군,2,18,21,0,9,0,0,1,B,,,1069145,1838449,128.2724964,36.54127495
2015,2015082617,45,0,2,1,1,0,0,0,전남,담양군,2,2,2,0,0,0,0,8,8,,,956245,1708535,127.0183165,35.37151156
2015,2015082616,53,0,2,1,1,0,0,0,전남,영암군,2,18,20,0,0,1,1,1,B,,,926715,1647124,126.6985689,34.81564164
2015,2015082616,40,0,2,1,1,0,0,0,전남,진도군,2,2,2,0,0,0,0,2,11,,,877029,1609056,126.1610483,34.46808002
2015,2015082616,8,0,2,1,1,0,0,0,경북,경산시,0,11,11,0,1,0,0,2,B,0,C,1120347,1757286,128.83198,35.8046583
2015,2015082614,0,0,2,1,1,0,0,0,경북,구미시,1,11,11,0,0,2/불명,9,1,C,12,12,1075748,1802919,128.3427958,36.22049311
2015,2015082610,56,0,2,1,1,0,0,0,경기,파주시,2,4,4,0,0,0,0,6,6,,,947615,1983576,126.9045515,37.8504648
2015,2015082605,0,1,2,1,1,0,0,0,세종,세종,0,11,11,0,7,1,2,3,3,1,B,981516,1845746,127.2933114,36.60938078
2015,2015082603,10,1,2,1,1,0,0,0,인천,남구,0,5,19,0,0,1,1,0,C,9,C,925882,1941763,126.6617863,37.47211912
2015,2015082603,50,1,2,1,1,0,0,0,서울,강서구,0,11,11,0,2,1,2,3,3,0,C,940479,1950704,126.8261305,37.55376027
2015,2015082602,30,1,2,1,1,0,0,0,경북,영천시,2,4,4,0,0,0,0,0,C,,,1126934,1788434,128.9098436,36.08457485
2015,2015082600,9,1,2,1,1,0,0,0,울산,중구,1,11,11,0,0,1,1,0,B,12,12,1160994,1730324,129.2762891,35.55585026
2015,2015082600,2,1,2,1,1,0,0,0,강원,속초시,1,0,0,0,2,1,2,0,D,12,12,1094003,2021602,128.5734392,38.18978636
2015,2015082523,40,1,1,1,1,0,0,0,대전,중구,1,0,0,0,2,1,2,0,C,12,12,990354,1812640,127.3925505,36.3110529
2015,2015082522,20,1,1,1,1,0,0,0,대구,달서구,1,11,11,0,0,1,1,0,D,12,12,1093574,1757240,128.5357053,35.8071614
2015,2015082519,15,1,1,1,1,0,0,0,경남,진주시,1,11,11,0,0,1,1,4,B,12,12,1058956,1691125,128.1477658,35.21375269
2015,2015082516,49,0,1,1,1,0,0,0,인천,동구,0,11,11,0,0,1,2,1,C,3,3,924513,1943504,126.6461271,37.48769939
2015,2015082505,9,1,1,1,2,0,1,0,서울,광진구,1,11,11,0,4,0,0,0,C,12,12,962889,1952401,127.0797522,37.57023131
2015,2015082505,0,1,1,1,2,1,0,0,서울,서초구,0,5,19,0,0,0,0,1,C,0,D,960133,1939490,127.0452823,37.45790083
2015,2015082505,59,1,1,1,1,0,0,0,인천,연수구,2,4,4,0,0,0,0,2,B,,,925003,1932663,126.6527715,37.39003187
2015,2015082501,55,1,1,1,1,0,0,0,부산,수영구,1,11,11,0,0,0,0,1,B,12,12,1146514,1684221,129.1083264,35.14255597
2015,2015082500,45,1,1,1,1,0,0,0,충남,당진시,1,0,0,0,0,0,0,0,C,12,12,927077,1878603,126.6814672,36.90293959
2015,2015082422,41,1,0,1,4,2,1,0,전북,무주군,0,11,11,0,6,1,2,1,B,1,B,1013713,1775290,127.6521015,35.97426731
2015,2015082419,10,1,0,1,2,0,1,0,전남,나주시,1,9,9,0,0,0,0,7,7,12,12,940062,1671840,126.8428436,35.03980826
2015,2015082419,35,1,0,1,1,0,0,0,경남,창녕군,2,4,4,0,0,0,0,7,7,,,1091464,1721367,128.5082826,35.48396268
2015,2015082419,0,1,0,1,1,0,0,0,경기,의정부시,1,0,0,0,2,1,1,2,B,12,12,959714,1971070,127.0427687,37.73836422
2015,2015082417,15,0,0,1,1,0,0,0,경남,진주시,1,9,9,0,0,0,0,1,C,12,12,1075475,1686971,128.328869,35.17519233
2015,2015082416,10,0,0,1,1,0,0,0,서울,중구,1,11,11,0,0,1,1,4,C,12,12,955660,1952258,126.9979018,37.56862264
2015,2015082410,52,0,0,1,1,0,0,0,부산,기장군,2,4,4,0,0,0,0,1,A,,,1158752,1710638,129.247719,35.37879148
2015,2015082409,40,0,0,1,1,0,0,0,경북,경주시,1,11,11,0,0,1,2,1,B,12,12,1154580,1762362,129.2117125,35.84561034
2015,2015082321,10,1,6,1,1,0,0,0,강원,양양군,1,6,6,0,0,1,2,0,B,12,12,1105843,2004170,128.7060305,38.03139764
2015,2015082321,50,1,6,1,2,0,1,0,경북,영덕군,0,5,18,0,4,0,0,0,C,0,C,1168308,1826124,129.3772959,36.41790413
2015,2015082321,20,1,6,1,1,0,0,0,대구,북구,1,0,0,0,4,1,2,0,C,12,12,1095658,1766442,128.5598715,35.88991308
2015,2015082321,10,1,6,1,2,1,0,0,전남,영암군,2,18,20,0,0,0,0,0,D,,,911010,1638138,126.5279389,34.73379769
2015,2015082320,30,1,6,1,1,0,0,0,충남,천안시,0,5,18,0,0,0,0,0,B,3,3,967422,1881049,127.134229,36.92702754
2015,2015082316,0,0,6,1,1,0,0,0,전남,보성군,2,11,11,0,0,2/불명,9,8,8,,,967080,1658284,127.1395959,34.91881262
2015,2015082314,43,0,6,1,1,0,0,0,대구,달성군,0,5,18,0,0,0,0,2,B,0,B,1085450,1744853,128.4444774,35.69623253
2015,2015082311,15,0,6,1,1,0,0,0,충북,괴산군,2,11,11,0,0,0,0,8,8,,,1020979,1858636,127.7349406,36.72553066
2015,2015082311,21,0,6,1,1,0,0,0,충북,청주시,0,10,10,0,8,1,1,2,B,0,C,996766,1849674,127.4638207,36.64496543
2015,2015082310,35,0,6,1,1,0,0,0,전북,부안군,2,2,2,0,4,0,0,2,C,,,929521,1748291,126.7206799,35.72841253
2015,2015082307,5,0,6,1,1,0,0,0,충남,논산시,1,11,11,0,0,0,0,1,B,12,12,975540,1799548,127.2279438,36.19276026
2015,2015082307,35,0,6,1,1,0,0,0,경기,남양주시,0,1,1,0,2,1,2,0,C,2,B,973126,1969109,127.19506,37.72118153
2015,2015082306,23,0,6,1,1,0,0,0,인천,서구,0,11,11,0,4,1,2,0,C,3,3,926463,1955313,126.6669991,37.59428713
2015,2015082306,37,0,6,1,2,1,0,0,경북,구미시,0,11,11,0,0,0,0,0,A,9,D,1078279,1786409,128.3693097,36.07145908
2015,2015082305,50,1,6,1,3,2,0,0,경기,남양주시,2,4,4,0,0,0,0,1,C,,,970625,1954985,127.1672501,37.59380124
2015,2015082305,28,1,6,1,1,0,0,0,경남,사천시,0,5,18,0,0,0,0,0,B,3,3,1051654,1671874,128.0663375,35.04057275
2015,2015082304,15,1,6,1,1,0,0,0,경기,평택시,2,4,4,0,0,0,0,0,B,,,943285,1886547,126.8627881,36.97566057
2015,2015082303,20,1,6,1,2,0,1,0,전남,장성군,2,4,4,0,0,0,0,0,B,,,938675,1692789,126.8260829,35.22861407
2015,2015082302,25,1,6,1,1,0,0,0,경남,거제시,2,4,4,0,0,1,1,0,C,,,1106484,1658050,128.6656472,34.91164637
2015,2015082302,20,1,6,1,1,0,0,0,서울,송파구,1,0,0,0,0,0,0,0,C,12,12,964919,1944574,127.1031136,37.49976305
2015,2015082301,35,1,6,1,3,1,1,0,강원,원주시,0,10,10,0,6,1,2,2,B,0,A,1032891,1926565,127.8713082,37.33751775
2015,2015082301,8,1,6,1,2,0,1,0,경북,구미시,0,11,11,0,0,1,1,0,C,1,D,1076011,1790625,128.3445319,36.1096456
2015,2015082300,50,1,6,1,1,0,0,0,경기,안산시,1,0,0,0,4,1,1,0,C,12,12,940578,1923626,126.829432,37.30970858
2015,2015082223,5,1,5,1,1,0,0,0,전남,순천시,1,6,6,0,0,0,0,0,C,12,12,1000530,1667191,127.5058081,34.99966581
2015,2015082223,30,1,5,1,2,1,0,0,충북,충주시,2,4,4,0,0,0,0,0,B,,,1036112,1887470,127.9057813,36.98499742
2015,2015082222,5,1,5,1,1,0,0,0,전북,익산시,1,0,0,0,3,0,5,0,D,12,12,949925,1771389,126.9448366,35.9379085
2015,2015082221,28,1,5,1,1,0,0,0,서울,영등포구,1,0,0,0,0,0,0,0,C,12,12,948422,1946679,126.9163357,37.51796135
2015,2015082219,15,1,5,1,2,0,1,0,충남,아산시,0,1,1,0,1,2/불명,9,7,7,0,C,955788,1857005,127.0049775,36.71003007
2015,2015082219,10,1,5,1,1,0,0,0,경남,함안군,2,18,21,0,0,0,0,0,C,,,1078036,1700086,128.3582359,35.2932425
2015,2015082218,10,1,5,1,1,0,0,0,경기,평택시,2,4,4,0,0,0,0,1,A,,,961087,1898254,127.0621877,37.08209389
2015,2015082218,50,1,5,1,5,4,0,0,경남,함양군,0,1,1,0,1,0,0,0,C,0,C,1012797,1726031,127.641155,35.53014637
2015,2015082215,5,0,5,1,1,0,0,0,전북,순창군,0,10,10,0,10,0,0,2,C,0,B,963623,1707888,127.0995652,35.36597424
2015,2015082214,45,0,5,1,1,0,0,0,경남,함안군,1,0,0,0,3,1,2,6,6,12,12,1082597,1698421,128.4082244,35.27786476
2015,2015082212,5,0,5,1,1,0,0,0,경기,김포시,1,0,0,0,0,1,2,1,B,12,12,920895,1965697,126.6028088,37.68740935
2015,2015082211,38,0,5,1,1,0,0,0,충남,부여군,0,11,11,0,0,0,0,0,C,2,B,937133,1804339,126.8003976,36.23421785
2015,2015082210,0,0,5,1,1,0,0,0,강원,춘천시,0,10,10,0,0,1,1,3,3,0,C,1021884,1987114,127.7488628,37.88359558
2015,2015082209,30,0,5,1,1,0,0,0,강원,영0군,2,18,20,0,0,0,0,1,C,,,1116189,1904731,128.8081148,37.13406898
2015,2015082207,20,0,5,1,1,0,0,0,서울,은평구,1,0,0,0,0,0,0,0,C,12,12,948438,1954280,126.9159824,37.58647095
2015,2015082205,25,1,5,1,1,0,0,0,서울,강서구,1,11,11,0,2,0,0,0,D,12,12,940556,1950700,126.8270026,37.55372919
2015,2015082204,25,1,5,1,1,0,0,0,경기,고양시,1,11,11,0,0,0,4,0,C,12,12,939160,1955734,126.8107807,37.59900897
2015,2015082203,0,1,5,1,1,0,0,0,경남,함안군,1,11,11,0,0,1,2,0,B,12,12,1082270,1698358,128.4046228,35.27732369
2015,2015082203,0,1,5,1,2,0,1,0,부산,서구,1,0,0,0,0,0,0,0,C,12,12,1139014,1677598,129.0249105,35.08392047
2015,2015082202,30,1,5,1,3,1,0,1,부산,기장군,0,1,1,0,1,0,0,7,7,0,C,1155878,1694099,129.2129459,35.23017996
2015,2015082202,10,1,5,1,1,0,0,0,경기,화성시,2,4,4,0,0,0,0,0,C,,,960440,1913667,127.0540934,37.22099843
2015,2015082202,25,1,5,1,2,0,1,0,인천,서구,0,5,19,0,0,0,8,1,B,1,D,924775,1946296,126.6489545,37.51285457
2015,2015082201,57,1,5,1,2,0,1,0,서울,종로구,1,11,11,0,0,0,0,0,C,12,12,954914,1952457,126.9894423,37.57038003
2015,2015082123,15,1,4,1,1,0,0,0,부산,사하구,1,0,0,0,0,0,0,0,C,12,12,1134144,1673940,128.9709132,35.05160589
2015,2015082122,27,1,4,1,1,0,0,0,부산,강서구,1,11,11,0,0,0,0,0,B,12,12,1127240,1683059,128.8966313,35.13470439
2015,2015082122,55,1,4,1,4,0,3,0,경기,안양시,0,10,10,0,6,1,2,0,C,2,B,952767,1933888,126.9663224,37.40290452
2015,2015082122,51,1,4,1,1,0,0,0,강원,원주시,0,5,18,0,2,1,2,2,B,0,B,1038663,1925313,127.9364017,37.32601021
2015,2015082122,50,1,4,1,1,0,0,0,경기,평택시,1,11,11,0,0,0,0,1,D,12,12,942442,1886719,126.8533042,36.97715975
2015,2015082120,0,1,4,1,9,8,0,0,경기,안성시,0,1,1,0,0,1,2,0,A,1,B,981526,1890331,127.2923405,37.01129955
2015,2015082118,0,1,4,1,1,0,0,0,충남,당진시,0,1,1,0,0,0,0,2,B,0,D,916286,1889872,126.5591075,37.00361414
2015,2015082118,30,1,4,1,5,1,3,0,전남,여수시,0,1,1,0,1,0,0,1,B,1,D,1021742,1650885,127.7378376,34.85239321
2015,2015082117,5,0,4,1,1,0,0,0,경북,의성군,0,10,10,0,0,1,2,2,B,0,C,1093617,1817667,128.5433533,36.35186655
2015,2015082116,44,0,4,1,1,0,0,0,서울,강남구,2,4,4,0,0,0,0,2,C,,,965179,1941957,127.1061789,37.47618464
2015,2015082112,15,0,4,1,2,0,0,1,경북,구미시,0,11,11,0,5,0,0,0,C,8,8,1076348,1794787,128.3486797,36.14713858
2015,2015082111,9,0,4,1,1,0,0,0,충남,홍성군,1,11,11,0,0,0,0,4,D,12,12,923625,1840172,126.6465661,36.5562557
2015,2015082109,35,0,4,1,2,1,0,0,경북,영양군,0,10,10,0,2,1,2,1,D,1,B,1141891,1845567,129.0863257,36.59738766
2015,2015082109,0,0,4,1,1,0,0,0,전북,고창군,1,0,0,0,3,1,1,1,D,12,12,924951,1711818,126.6735352,35.39924667
